,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
6933,322,0,4909,8,67,0,1,2,3,845
6934,341,1,4303,1,5879,4,1,0,1,1952
6935,322,1,6064,0,3897,0,2,0,0,333
6936,322,0,223,9,4845,0,1,2,3,2547
6937,144,0,6289,6,3939,7,1,1,1,1031
6938,341,1,0,13,3508,6,2,1,1,2098
6939,374,0,545,5,965,5,1,1,1,789
6940,380,0,907,8,2724,8,1,2,2,1852
6941,104,1,5670,3,5572,1,0,2,1,2437
6942,322,1,6514,1,5727,0,2,0,0,253
6943,311,1,2515,13,1999,5,1,1,1,316
6944,391,0,5676,11,4284,4,1,0,1,2932
6945,322,0,3331,13,4438,0,1,2,3,3061
6946,139,1,3851,1,5078,7,1,1,1,2659
6947,322,0,750,8,434,0,2,0,0,121
6948,364,0,1701,9,1674,3,1,2,0,371
6949,384,1,5777,6,1239,2,2,0,1,959
6950,277,0,4335,9,22,3,1,2,0,0
6951,182,1,6942,13,433,6,2,1,1,1216
6952,322,0,1766,10,2859,0,2,0,0,113
6953,322,0,7763,4,342,0,2,0,0,56
6954,175,0,1624,3,3291,5,1,1,1,1858
6955,322,0,1048,11,4478,0,2,0,0,365
6956,34,0,3283,11,1747,1,0,2,1,1658
6957,179,1,7177,6,3903,4,1,0,1,3284
6958,288,0,2875,14,1,1,0,2,1,441
6959,67,1,7275,14,344,5,1,1,1,990
6960,40,0,5435,6,3674,7,1,1,1,1235
6961,155,0,3498,4,3420,6,2,1,1,1796
6962,300,0,3409,11,3694,4,1,0,1,2627
6963,377,1,0,6,424,7,1,1,1,812
6964,324,0,4963,6,1643,1,0,2,1,2059
6965,399,0,0,8,2651,8,1,2,2,1484
6966,357,1,7751,6,2131,3,1,2,0,218
6967,356,0,7578,6,2247,7,1,1,1,1819
6968,291,1,3878,1,1236,1,0,2,1,686
6969,395,0,488,9,725,1,0,2,1,322
6970,362,0,2144,14,981,2,2,0,1,1184
6971,376,1,662,1,334,6,2,1,1,558
6972,332,0,6511,13,4693,7,1,1,1,1527
6973,389,0,7490,9,4594,6,2,1,1,1783
6974,349,1,4511,13,5781,4,1,0,1,3117
6975,374,0,0,11,1108,8,1,2,2,842
6976,322,1,0,3,3810,0,2,0,0,328
6977,407,0,1087,0,3437,2,2,0,1,1704
6978,331,1,4562,4,830,7,1,1,1,505
6979,322,0,0,8,222,0,2,0,0,45
6980,322,1,477,13,4404,0,1,2,3,2079
6981,327,0,4919,4,3765,6,2,1,1,1575
6982,318,0,820,5,5686,4,1,0,1,3026
6983,322,1,4876,4,2434,0,2,0,0,344
6984,322,1,2815,5,405,0,1,2,3,736
6985,322,1,941,10,1672,0,1,2,3,2046
6986,322,0,6815,12,37,0,2,0,0,157
6987,349,0,3816,6,4978,6,2,1,1,3008
6988,367,0,1146,4,2114,2,2,0,1,1275
6989,343,0,284,11,678,5,1,1,1,911
6990,329,0,4301,5,3256,7,1,1,1,1340
6991,401,0,2276,9,2381,7,1,1,1,1888
6992,339,1,0,6,1410,8,1,2,2,1177
6993,165,0,958,13,5590,7,1,1,1,3432
6994,322,0,1464,13,4963,0,1,2,3,2998
6995,288,0,5407,7,4451,1,0,2,1,1373
6996,142,0,5898,4,2909,3,1,2,0,118
6997,322,0,6316,5,3438,0,2,0,0,305
6998,207,0,0,3,3551,7,1,1,1,2301
6999,70,0,6433,14,3545,5,1,1,1,1638
7000,342,1,2990,6,2080,8,1,2,2,606
7001,339,1,3478,10,4916,2,2,0,1,2568
7002,322,0,7629,9,3881,0,1,2,3,3005
7003,322,0,6108,13,1770,0,2,0,0,383
7004,228,1,2351,0,3103,5,1,1,1,776
7005,294,0,7846,14,5455,3,1,2,0,456
7006,292,1,3402,5,5848,4,1,0,1,2609
7007,311,1,991,4,1261,7,1,1,1,1392
7008,383,0,5161,5,5151,4,1,0,1,1438
7009,4,0,7074,1,2678,2,2,0,1,1516
7010,385,1,4206,5,3053,6,2,1,1,3157
7011,25,1,7071,12,3928,8,1,2,2,1613
7012,66,0,5266,11,2858,8,1,2,2,1463
7013,322,0,3995,8,2109,0,1,2,3,2742
7014,368,0,5261,6,5743,4,1,0,1,3312
7015,413,0,905,13,2461,5,1,1,1,1289
7016,322,0,4754,9,5241,0,1,2,3,3445
7017,317,0,990,13,3150,7,1,1,1,1128
7018,349,0,5494,10,5461,3,1,2,0,456
7019,243,1,0,1,2801,4,1,0,1,1867
7020,376,0,2849,14,3661,4,1,0,1,1112
7021,354,0,625,11,2990,2,2,0,1,281
7022,223,0,2226,7,2292,6,2,1,1,1621
7023,100,0,5868,9,4543,2,2,0,1,3010
7024,312,0,783,3,4050,8,1,2,2,1187
7025,404,1,564,6,5285,7,1,1,1,3264
7026,318,0,0,11,5690,2,2,0,1,2668
7027,374,1,2823,5,1534,1,0,2,1,2087
7028,136,0,7261,3,2007,2,2,0,1,1589
7029,239,0,5904,3,535,1,0,2,1,786
7030,322,0,7738,9,2638,0,2,0,0,244
7031,341,1,2809,3,275,4,1,0,1,363
7032,280,1,6871,10,1964,3,1,2,0,208
7033,378,1,1805,6,2860,4,1,0,1,1176
7034,255,0,0,6,2141,4,1,0,1,1193
7035,367,1,4647,0,4482,7,1,1,1,2073
7036,351,0,866,13,5385,4,1,0,1,2461
7037,405,0,978,6,1445,2,2,0,1,509
7038,322,0,0,9,2275,0,1,2,3,892
7039,19,0,268,9,5758,7,1,1,1,2800
7040,296,1,0,6,2289,7,1,1,1,1383
7041,383,0,4108,15,3714,4,1,0,1,1335
7042,413,0,6391,8,5295,5,1,1,1,1171
7043,243,0,2077,8,2947,6,2,1,1,864
7044,296,1,1366,0,3876,4,1,0,1,2635
7045,288,0,4862,13,5628,2,2,0,1,2445
7046,284,0,2926,7,2623,6,2,1,1,2533
7047,280,1,3311,5,546,7,1,1,1,777
7048,187,0,7285,8,1256,5,1,1,1,1321
7049,322,0,7448,9,2316,0,1,2,3,2283
7050,317,0,1821,14,3002,5,1,1,1,2496
7051,312,0,2602,4,746,6,2,1,1,475
7052,290,1,3329,5,5523,8,1,2,2,2514
7053,316,0,4918,0,2504,2,2,0,1,2295
7054,390,0,4524,13,2821,2,2,0,1,1546
7055,86,0,2017,4,4141,1,0,2,1,2689
7056,405,1,6355,6,4673,5,1,1,1,2597
7057,322,1,3869,1,1858,0,1,2,3,1549
7058,42,1,4549,1,5751,8,1,2,2,2219
7059,392,1,7105,3,3327,3,1,2,0,134
7060,404,1,556,6,5340,1,0,2,1,3211
7061,280,0,5209,9,2009,3,1,2,0,74
7062,379,0,2538,14,4550,6,2,1,1,1872
7063,322,0,5678,1,2453,0,1,2,3,2541
7064,342,0,1422,9,4805,2,2,0,1,1812
7065,295,1,367,10,4668,5,1,1,1,2031
7066,379,0,0,5,3130,8,1,2,2,798
7067,171,0,2409,8,4018,1,0,2,1,1530
7068,102,0,1504,9,2489,5,1,1,1,1834
7069,304,0,7004,4,5852,7,1,1,1,2630
7070,322,0,5223,10,5060,0,1,2,3,3273
7071,342,0,4079,9,4147,7,1,1,1,3025
7072,322,1,7776,6,2148,0,2,0,0,324
7073,289,0,3553,13,5761,8,1,2,2,2091
7074,322,0,7504,13,4888,0,2,0,0,398
7075,296,1,0,6,4459,5,1,1,1,3083
7076,370,1,668,13,5201,7,1,1,1,3453
7077,246,0,1114,3,539,4,1,0,1,673
7078,360,1,7566,13,3383,4,1,0,1,2478
7079,72,1,5802,10,4935,8,1,2,2,1921
7080,335,1,1448,5,3690,6,2,1,1,2144
7081,322,1,7753,0,4765,0,2,0,0,377
7082,327,0,2537,6,3938,7,1,1,1,2060
7083,322,0,3122,9,4705,0,2,0,0,193
7084,314,0,3753,7,1050,7,1,1,1,1750
7085,355,1,4938,0,5928,6,2,1,1,2832
7086,338,0,543,9,4724,3,1,2,0,377
7087,322,0,4481,9,2237,0,1,2,3,1513
7088,322,1,7808,15,4299,0,2,0,0,174
7089,407,0,3427,6,207,7,1,1,1,779
7090,351,0,2336,3,4992,3,1,2,0,415
7091,311,0,764,8,2818,6,2,1,1,2111
7092,413,0,902,13,2461,4,1,0,1,1207
7093,337,0,6376,0,644,2,2,0,1,900
7094,286,1,6268,14,252,7,1,1,1,251
7095,322,1,0,5,2780,0,1,2,3,3156
7096,202,1,5800,2,1784,8,1,2,2,1125
7097,336,0,1749,8,2794,7,1,1,1,2500
7098,25,1,7053,12,3878,1,0,2,1,2030
7099,364,0,2091,10,3709,7,1,1,1,1448
7100,358,0,6966,9,1755,7,1,1,1,1097
7101,171,0,2430,8,4085,8,1,2,2,1184
7102,346,0,0,10,4473,1,0,2,1,2931
7103,141,0,5770,13,2295,7,1,1,1,899
7104,405,0,7144,9,50,4,1,0,1,699
7105,322,1,6926,4,4593,0,2,0,0,850
7106,380,0,6697,5,2424,6,2,1,1,829
7107,288,1,7785,5,5274,3,1,2,0,226
7108,348,0,4701,8,2635,1,0,2,1,2188
7109,401,1,1167,6,5159,2,2,0,1,806
7110,305,1,6927,3,5038,4,1,0,1,1966
7111,387,0,3206,8,3247,6,2,1,1,1555
7112,322,0,0,8,912,0,1,2,3,1079
7113,350,1,4456,5,3129,8,1,2,2,670
7114,337,0,4494,13,4713,4,1,0,1,2269
7115,236,0,7714,8,933,3,1,2,0,103
7116,322,0,3567,13,2468,0,1,2,3,2145
7117,322,0,3784,6,3026,0,1,2,3,2614
7118,224,0,840,8,5378,2,2,0,1,3397
7119,322,0,5798,1,1244,0,2,0,0,248
7120,244,0,6466,6,1592,8,1,2,2,533
7121,322,0,7817,4,1942,0,2,0,0,202
7122,291,0,448,14,362,4,1,0,1,1171
7123,322,1,1093,13,2787,0,2,0,0,108
7124,322,0,0,10,2064,0,1,2,3,1597
7125,333,1,1486,13,1094,7,1,1,1,654
7126,87,1,6684,13,118,2,2,0,1,242
7127,405,0,6547,0,2053,4,1,0,1,509
7128,369,1,5176,13,2215,2,2,0,1,2125
7129,194,0,5534,6,854,6,2,1,1,1208
7130,322,0,6135,6,3214,0,2,0,0,128
7131,322,0,2027,10,878,0,1,2,3,1473
7132,302,0,2893,8,4493,5,1,1,1,1857
7133,348,1,5642,3,818,3,1,2,0,88
7134,17,0,2490,3,1234,2,2,0,1,763
7135,312,0,787,3,4126,7,1,1,1,3176
7136,118,0,6168,9,1248,5,1,1,1,1884
7137,285,0,2567,5,841,5,1,1,1,740
7138,348,0,4339,7,445,7,1,1,1,608
7139,329,0,1062,0,2418,4,1,0,1,1497
7140,360,1,6449,6,783,8,1,2,2,684
7141,322,0,4063,13,4914,0,2,0,0,404
7142,96,0,2199,13,3065,7,1,1,1,1801
7143,322,1,5291,3,2921,0,2,0,0,274
7144,322,0,5532,9,4546,0,1,2,3,3234
7145,321,0,4696,15,2712,6,2,1,1,788
7146,234,1,1286,5,2289,1,0,2,1,1155
7147,377,1,2792,6,1141,7,1,1,1,1479
7148,321,1,0,6,1142,3,1,2,0,48
7149,322,0,0,13,5576,0,1,2,3,3320
7150,356,0,5502,13,5024,2,2,0,1,2801
7151,300,0,3398,11,3721,6,2,1,1,1867
7152,320,0,2884,8,90,8,1,2,2,335
7153,64,1,4410,0,4433,2,2,0,1,3200
7154,72,1,5796,10,4933,4,1,0,1,2581
7155,368,0,6824,1,1386,1,0,2,1,1294
7156,368,0,4122,4,3887,5,1,1,1,2126
7157,349,0,3862,9,2847,8,1,2,2,1075
7158,413,0,6398,8,5301,8,1,2,2,3158
7159,286,1,6008,0,1402,2,2,0,1,784
7160,376,0,5878,4,1392,1,0,2,1,1113
7161,322,0,2076,9,128,0,1,2,3,826
7162,328,1,7475,6,3898,4,1,0,1,1613
7163,12,1,0,1,5196,2,2,0,1,2933
7164,322,1,1872,4,4875,0,1,2,3,3354
7165,322,0,2201,11,3605,0,2,0,0,737
7166,322,0,7186,9,3555,0,2,0,0,143
7167,32,0,574,5,1170,5,1,1,1,2217
7168,394,1,1949,13,2167,3,1,2,0,218
7169,280,0,6438,5,798,7,1,1,1,733
7170,20,1,1334,1,1600,4,1,0,1,997
7171,322,1,4510,0,4397,0,1,2,3,2538
7172,77,0,6518,9,5838,2,2,0,1,2260
7173,314,1,3951,10,3197,2,2,0,1,1347
7174,407,1,6397,4,1500,1,0,2,1,1687
7175,332,0,216,9,4087,8,1,2,2,1761
7176,50,0,5226,9,3790,4,1,0,1,1598
7177,193,0,4061,13,1698,1,0,2,1,1372
7178,384,0,2860,7,4412,5,1,1,1,2079
7179,155,0,3503,4,3447,5,1,1,1,1601
7180,349,1,5826,10,2831,1,0,2,1,1813
7181,136,0,7270,3,1971,8,1,2,2,593
7182,322,0,5483,4,4171,0,1,2,3,2655
7183,384,0,1905,8,4602,7,1,1,1,1654
7184,334,1,0,6,985,5,1,1,1,1352
7185,384,0,2131,4,3368,2,2,0,1,1040
7186,322,0,5891,14,3902,0,1,2,3,2505
7187,262,1,2664,0,4822,5,1,1,1,2707
7188,322,0,235,9,5340,0,1,2,3,3492
7189,355,0,3677,14,282,5,1,1,1,1031
7190,341,1,6814,0,1795,5,1,1,1,1530
7191,322,0,3079,9,5503,0,1,2,3,3485
7192,223,0,2243,7,2302,8,1,2,2,1072
7193,293,0,4824,8,2466,8,1,2,2,1598
7194,272,0,5175,3,1120,8,1,2,2,1286
7195,40,0,5428,6,3711,5,1,1,1,1452
7196,386,0,5208,8,1522,1,0,2,1,1373
7197,348,0,3116,8,2875,4,1,0,1,1730
7198,405,0,1226,11,3310,5,1,1,1,2642
7199,256,0,1469,6,2425,2,2,0,1,1212
7200,254,1,3277,6,3941,8,1,2,2,2413
7201,388,0,3606,8,2022,7,1,1,1,922
7202,399,0,7625,6,5059,5,1,1,1,2733
7203,375,0,438,5,5795,8,1,2,2,2492
7204,342,0,0,11,5462,6,2,1,1,3074
7205,314,1,5744,13,2683,2,2,0,1,2179
7206,313,1,813,10,2122,3,1,2,0,81
7207,333,1,7682,3,4942,2,2,0,1,1077
7208,322,1,7357,5,58,0,1,2,3,961
7209,366,0,3518,3,2375,5,1,1,1,2283
7210,380,0,123,0,1100,5,1,1,1,1029
7211,148,1,4084,6,2775,4,1,0,1,2445
7212,296,0,4639,4,5910,4,1,0,1,2409
7213,322,0,5822,1,3607,0,1,2,3,3175
7214,322,0,3985,13,3876,0,2,0,0,488
7215,311,0,7852,13,2577,3,1,2,0,361
7216,199,1,7425,0,122,4,1,0,1,678
7217,322,0,7219,0,1987,0,2,0,0,310
7218,374,0,0,5,956,7,1,1,1,789
7219,272,0,2026,9,1810,2,2,0,1,1385
7220,322,1,3491,6,3661,0,1,2,3,2627
7221,322,0,7327,13,5726,0,2,0,0,251
7222,295,1,362,10,4697,2,2,0,1,550
7223,357,0,2474,14,4213,1,0,2,1,1913
7224,357,0,3148,5,4088,4,1,0,1,2397
7225,260,0,5926,9,4879,6,2,1,1,2721
7226,351,0,5892,8,2246,8,1,2,2,544
7227,295,0,3552,1,20,2,2,0,1,760
7228,109,1,0,13,2822,4,1,0,1,1287
7229,322,1,2804,5,1458,0,1,2,3,2589
7230,322,1,7102,6,1428,0,1,2,3,1597
7231,270,1,0,3,1256,8,1,2,2,1079
7232,334,0,4003,4,5525,8,1,2,2,1042
7233,364,0,961,6,518,6,2,1,1,256
7234,67,1,6091,6,2756,7,1,1,1,1002
7235,194,0,7061,4,1932,7,1,1,1,583
7236,322,0,6841,9,4100,0,1,2,3,3441
7237,389,0,2388,10,821,6,2,1,1,965
7238,322,0,154,10,2467,0,1,2,3,2053
7239,107,0,5500,6,2686,2,2,0,1,1837
7240,171,0,0,9,790,4,1,0,1,809
7241,62,0,31,0,4383,1,0,2,1,1941
7242,119,1,0,0,1579,4,1,0,1,1606
7243,75,0,4735,13,2517,2,2,0,1,1027
7244,386,1,7541,10,489,1,0,2,1,282
7245,245,1,3304,3,3953,3,1,2,0,488
7246,314,1,7535,3,2332,8,1,2,2,1462
7247,142,0,4002,4,3052,1,0,2,1,1389
7248,235,0,2711,13,1748,7,1,1,1,1089
7249,379,0,3264,10,3321,8,1,2,2,1451
7250,320,1,7876,0,1107,3,1,2,0,133
7251,342,0,4076,11,5388,5,1,1,1,1680
7252,322,1,6092,0,3682,0,1,2,3,2710
7253,313,1,4943,13,1196,6,2,1,1,1064
7254,407,0,7519,3,4287,4,1,0,1,1464
7255,254,1,0,6,3930,1,0,2,1,488
7256,403,0,2433,4,5031,5,1,1,1,3455
7257,333,1,4781,5,4776,2,2,0,1,3145
7258,377,0,373,9,3776,5,1,1,1,1797
7259,228,1,2362,0,2999,7,1,1,1,2427
7260,322,1,3232,6,2539,0,1,2,3,2159
7261,195,0,4544,14,5521,7,1,1,1,3105
7262,306,0,0,13,5056,4,1,0,1,2792
7263,381,0,1168,6,1616,4,1,0,1,833
7264,260,0,5464,7,3328,6,2,1,1,1451
7265,318,0,0,8,179,7,1,1,1,1221
7266,288,0,5427,7,4442,8,1,2,2,2482
7267,352,0,5602,5,4967,5,1,1,1,1677
7268,322,1,3734,10,1629,0,1,2,3,1698
7269,318,0,0,11,2571,2,2,0,1,2351
7270,364,0,733,9,1601,2,2,0,1,841
7271,322,0,4584,10,589,0,1,2,3,1097
7272,325,0,7000,13,3456,4,1,0,1,1976
7273,321,0,3572,6,1874,3,1,2,0,393
7274,203,0,0,5,2059,7,1,1,1,1326
7275,379,0,1363,14,3313,8,1,2,2,2135
7276,149,1,7172,13,1777,5,1,1,1,1259
7277,17,0,1871,8,115,6,2,1,1,403
7278,322,0,7794,6,3625,0,2,0,0,317
7279,362,0,3525,9,4595,7,1,1,1,1887
7280,336,0,1255,0,1879,1,0,2,1,1398
7281,236,0,6335,8,945,1,0,2,1,835
7282,284,0,3337,0,4654,3,1,2,0,188
7283,286,0,7365,14,5156,6,2,1,1,2588
7284,379,1,1033,10,5819,5,1,1,1,2908
7285,322,0,770,4,983,0,1,2,3,1090
7286,69,0,0,4,812,1,0,2,1,947
7287,322,0,5856,6,4996,0,2,0,0,211
7288,401,1,3785,6,4633,8,1,2,2,1264
7289,365,1,4566,3,1874,7,1,1,1,1338
7290,37,0,6728,8,2528,6,2,1,1,1142
7291,173,1,3051,0,4265,2,2,0,1,3132
7292,322,1,4571,2,641,0,1,2,3,1380
7293,334,1,1344,3,1334,3,1,2,0,165
7294,376,1,2667,13,1679,6,2,1,1,1520
7295,405,0,2424,6,2523,7,1,1,1,1913
7296,314,0,121,8,2328,1,0,2,1,1547
7297,322,1,7518,4,3404,0,1,2,3,2850
7298,403,0,7212,8,2030,4,1,0,1,2053
7299,359,0,5285,1,4075,4,1,0,1,2366
7300,377,0,1827,13,3723,1,0,2,1,1895
7301,64,1,4408,0,4341,6,2,1,1,2538
7302,322,0,3012,13,4312,0,1,2,3,3438
7303,320,0,7460,9,2330,2,2,0,1,1261
7304,343,1,5973,13,549,7,1,1,1,659
7305,304,0,4086,6,2829,3,1,2,0,261
7306,358,0,7480,4,127,5,1,1,1,921
7307,307,0,6558,4,342,6,2,1,1,549
7308,271,1,3978,5,2801,5,1,1,1,1190
7309,376,1,4401,13,1571,3,1,2,0,186
7310,322,0,5201,9,3781,0,1,2,3,2983
7311,328,1,2556,13,1398,2,2,0,1,1232
7312,280,1,4315,5,1307,4,1,0,1,1010
7313,322,0,3413,14,921,0,1,2,3,2212
7314,396,0,1268,9,1982,6,2,1,1,1429
7315,322,1,5825,4,325,0,1,2,3,1093
7316,402,0,4854,9,1515,1,0,2,1,882
7317,322,1,3022,1,2098,0,1,2,3,1766
7318,192,1,5364,5,13,8,1,2,2,70
7319,242,1,4727,4,4628,6,2,1,1,2347
7320,402,1,0,0,4737,1,0,2,1,2452
7321,394,1,4229,0,3697,4,1,0,1,1338
7322,162,0,2953,6,5133,5,1,1,1,430
7323,171,0,0,5,5376,6,2,1,1,1015
7324,226,0,2341,6,127,7,1,1,1,724
7325,368,0,6146,13,3424,5,1,1,1,2067
7326,301,1,4139,2,3942,8,1,2,2,2864
7327,54,0,1360,9,3115,2,2,0,1,1992
7328,322,0,1288,4,89,2,2,0,1,403
7329,301,1,299,13,979,1,0,2,1,896
7330,379,0,801,8,1607,2,2,0,1,1755
7331,398,0,368,6,4429,8,1,2,2,1862
7332,208,0,2392,12,2000,3,1,2,0,411
7333,322,0,3091,8,3058,0,2,0,0,547
7334,357,0,7403,9,750,5,1,1,1,607
7335,349,0,3846,9,2844,1,0,2,1,2629
7336,105,1,6128,0,3746,8,1,2,2,1452
7337,243,0,2089,8,2876,5,1,1,1,972
7338,322,1,1590,10,4754,0,1,2,3,2976
7339,326,0,2885,9,5693,5,1,1,1,3216
7340,61,0,3017,6,3141,4,1,0,1,1320
7341,63,0,0,4,3981,4,1,0,1,1301
7342,334,1,554,3,1365,8,1,2,2,1832
7343,322,1,4421,2,4264,0,1,2,3,3450
7344,322,0,640,1,5205,0,1,2,3,2297
7345,361,1,7375,5,41,2,2,0,1,267
7346,401,0,566,8,2964,1,0,2,1,2456
7347,279,0,6065,0,2914,1,0,2,1,2651
7348,304,0,1027,8,5699,2,2,0,1,698
7349,23,1,0,4,683,6,2,1,1,457
7350,325,0,6240,6,5309,1,0,2,1,2628
7351,322,0,0,10,4719,0,2,0,0,554
7352,354,0,4825,14,1468,7,1,1,1,525
7353,367,1,5660,15,915,3,1,2,0,103
7354,329,0,169,13,926,2,2,0,1,1335
7355,322,0,2382,11,1088,0,2,0,0,46
7356,109,1,6674,13,1419,1,0,2,1,848
7357,405,1,6354,6,4561,4,1,0,1,1269
7358,349,1,934,5,2801,6,2,1,1,2091
7359,370,0,6738,9,2600,2,2,0,1,2606
7360,236,1,1930,3,5184,5,1,1,1,2030
7361,351,1,6125,6,4052,7,1,1,1,2258
7362,370,0,5484,8,2611,3,1,2,0,355
7363,376,1,3678,15,462,7,1,1,1,927
7364,380,0,4804,3,3372,4,1,0,1,2604
7365,342,0,2984,9,4723,3,1,2,0,556
7366,49,0,6890,4,1394,7,1,1,1,1885
7367,291,0,5636,11,4567,8,1,2,2,2675
7368,322,0,7742,9,5606,0,2,0,0,246
7369,339,0,1510,5,1064,2,2,0,1,832
7370,306,0,7623,0,3493,2,2,0,1,1996
7371,370,0,6969,6,3864,5,1,1,1,1379
7372,386,1,7548,10,489,4,1,0,1,1094
7373,262,1,5267,13,513,7,1,1,1,690
7374,322,0,1646,14,1308,0,1,2,3,1903
7375,296,0,7199,10,1829,8,1,2,2,1276
7376,393,1,2258,3,2911,1,0,2,1,1824
7377,322,0,5830,13,4883,6,2,1,1,1060
7378,353,1,5412,3,4974,8,1,2,2,1512
7379,322,1,6742,3,4296,0,2,0,0,522
7380,322,0,374,9,2558,0,1,2,3,2922
7381,322,1,3685,0,2516,0,1,2,3,2459
7382,386,0,5047,13,3547,8,1,2,2,1315
7383,341,0,2073,11,3639,3,1,2,0,737
7384,331,0,1109,6,4144,8,1,2,2,1686
7385,296,0,5137,0,4075,5,1,1,1,2738
7386,322,0,5659,8,2481,0,2,0,0,355
7387,322,0,5389,8,3670,0,2,0,0,611
7388,147,1,7849,1,32,3,1,2,0,3
7389,365,0,390,8,202,8,1,2,2,222
7390,36,1,5795,13,891,3,1,2,0,184
7391,350,0,3238,0,3187,3,1,2,0,294
7392,327,0,4965,4,3719,7,1,1,1,999
7393,214,0,0,2,5293,8,1,2,2,2524
7394,295,1,0,5,2843,8,1,2,2,2836
7395,294,0,3696,3,513,3,1,2,0,296
7396,77,0,2166,9,5783,3,1,2,0,255
7397,321,0,1008,1,4774,8,1,2,2,1939
7398,309,1,4261,4,1295,1,0,2,1,1232
7399,275,0,6439,5,1611,5,1,1,1,1381
7400,313,1,4990,13,1266,7,1,1,1,623
7401,382,1,345,6,726,4,1,0,1,1332
7402,68,1,300,5,1444,8,1,2,2,1327
7403,130,1,6887,2,1429,8,1,2,2,172
7404,138,0,1135,5,5896,4,1,0,1,3003
7405,382,0,377,13,2846,2,2,0,1,1171
7406,298,1,1382,6,5027,5,1,1,1,2312
7407,376,0,854,8,5375,4,1,0,1,2456
7408,322,0,1078,6,4228,0,1,2,3,3271
7409,398,0,2824,6,2313,5,1,1,1,2075
7410,365,0,1696,13,1460,1,0,2,1,1864
7411,328,1,7473,6,3878,1,0,2,1,2826
7412,201,0,2400,4,2348,6,2,1,1,1591
7413,405,1,879,5,1192,8,1,2,2,1395
7414,363,0,3962,6,2575,8,1,2,2,961
7415,322,0,5831,13,4830,2,2,0,1,2794
7416,322,0,1312,0,1482,0,2,0,0,174
7417,255,0,1118,6,2073,5,1,1,1,865
7418,165,1,1105,12,4316,2,2,0,1,3009
7419,248,0,4388,14,3052,6,2,1,1,1854
7420,254,1,3268,6,3829,5,1,1,1,1272
7421,394,1,0,6,5391,1,0,2,1,2474
7422,363,0,5474,4,1612,1,0,2,1,775
7423,311,0,775,8,2755,7,1,1,1,1458
7424,306,0,242,3,1184,1,0,2,1,1242
7425,322,1,1957,3,666,0,1,2,3,1264
7426,36,1,3906,13,885,5,1,1,1,1177
7427,322,0,5189,3,5037,0,2,0,0,787
7428,99,0,1325,1,1850,1,0,2,1,1466
7429,123,0,2584,5,5827,3,1,2,0,908
7430,413,0,1346,9,2992,4,1,0,1,1402
7431,322,0,236,3,1251,0,1,2,3,2521
7432,324,1,7721,1,2838,3,1,2,0,274
7433,227,1,0,13,4064,2,2,0,1,2605
7434,317,0,721,7,4130,2,2,0,1,2205
7435,322,0,5529,5,4646,0,1,2,3,3218
7436,403,0,0,9,3043,1,0,2,1,2382
7437,322,0,6855,0,1075,0,1,2,3,872
7438,322,1,0,13,5871,0,2,0,0,719
7439,368,0,0,13,3409,2,2,0,1,2067
7440,142,0,4016,4,3034,5,1,1,1,1480
7441,306,1,3698,6,3624,6,2,1,1,1441
7442,105,1,263,13,672,8,1,2,2,332
7443,266,0,2747,5,654,4,1,0,1,1138
7444,205,0,749,4,564,7,1,1,1,471
7445,170,0,4595,13,2168,4,1,0,1,1033
7446,288,0,4878,13,5655,8,1,2,2,686
7447,384,0,1890,8,4595,4,1,0,1,1996
7448,85,0,87,5,812,4,1,0,1,462
7449,306,0,4092,6,3170,4,1,0,1,2736
7450,310,0,0,8,3175,7,1,1,1,1831
7451,292,1,3415,5,5805,8,1,2,2,2711
7452,187,0,7291,8,1304,7,1,1,1,482
7453,333,0,5053,8,708,6,2,1,1,479
7454,358,0,6948,9,1690,6,2,1,1,1884
7455,295,1,7187,4,4691,4,1,0,1,2139
7456,304,0,1615,11,528,8,1,2,2,739
7457,322,1,5204,0,4676,0,1,2,3,3135
7458,377,1,692,6,474,2,2,0,1,706
7459,373,0,5393,14,5885,6,2,1,1,3297
7460,386,0,5015,13,3558,1,0,2,1,2529
7461,334,0,418,3,2018,6,2,1,1,691
7462,306,1,0,6,3702,8,1,2,2,1549
7463,295,1,371,10,4658,7,1,1,1,2539
7464,54,0,3,7,3329,4,1,0,1,2135
7465,307,0,2060,8,3620,7,1,1,1,1764
7466,322,0,7576,6,1469,0,2,0,0,272
7467,312,0,2791,14,2918,8,1,2,2,762
7468,322,0,5564,3,2841,0,1,2,3,1551
7469,317,0,305,4,3636,2,2,0,1,1764
7470,322,0,3274,13,2116,0,2,0,0,612
7471,4,0,7096,1,2675,7,1,1,1,1435
7472,240,0,3579,9,2924,5,1,1,1,1574
7473,289,0,5834,14,3748,6,2,1,1,1460
7474,373,1,3323,13,1635,7,1,1,1,1210
7475,348,0,3121,8,2863,5,1,1,1,1361
7476,368,0,6831,1,1340,2,2,0,1,1232
7477,232,0,6567,7,183,3,1,2,0,41
7478,322,0,0,14,5828,0,2,0,0,719
7479,389,0,7008,7,3583,8,1,2,2,2448
7480,104,0,5756,4,4782,7,1,1,1,1013
7481,45,1,4902,4,2278,4,1,0,1,537
7482,293,0,5989,13,2210,8,1,2,2,2421
